what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1360509099457
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1360509099458
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1360509099458
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1360509099459
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1360509099460
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1360509099460
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1360509099461
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1360509099461
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1360509099462
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1360509099462
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1360509099463
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1360509099463
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1360509099464
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1360509099464
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1360509099465
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1360509099466
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1360509099466
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1360509099468
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1360509099469
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1360509099469
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1360509099469
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1360509099470
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1360509099471
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1360509099471
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1360509099472
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1360509099472
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1360509099473
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1360509099473
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1360509099473
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1360509099474
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1360509099474
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1360509099475
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1360509099475
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1360509099476
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1360509099476
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1360509099477
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1360509099477
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1360509099478
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1360509099478
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1360509099479
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1360509099480
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1360509099481
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1360509099481
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1360509099482
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1360509099483
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1360509099483
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1360509099483
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1360509099483
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1360509099484
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1360509099484
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1360509099485
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1360509099485
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1360509099486
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1360509099487
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1360509099487
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1360509099488
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1360509099488
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1360509099489
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1360509099489
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1360509099490
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1360509099490
os,sysinfo,,,"win32",1360509099493
arch,sysinfo,,,"x86_64",1360509099493
ws,sysinfo,,,"win32",1360509099493
locale,sysinfo,,,"en_IN",1360509099493
processors,sysinfo,,,"4",1360509099493
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1360509099493
java.runtime.version,sysinfo,,,"1.7.0_11-b21",1360509099493
java.specification.name,sysinfo,,,"Java Platform API Specification",1360509099493
java.specification.vendor,sysinfo,,,"Oracle Corporation",1360509099493
java.specification.version,sysinfo,,,"1.7",1360509099493
java.vendor,sysinfo,,,"Oracle Corporation",1360509099493
java.version,sysinfo,,,"1.7.0_11",1360509099493
java.vm.info,sysinfo,,,"mixed mode",1360509099493
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1360509099493
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1360509099493
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1360509099493
java.vm.specification.version,sysinfo,,,"1.7",1360509099493
java.vm.vendor,sysinfo,,,"Oracle Corporation",1360509099493
java.vm.version,sysinfo,,,"23.6-b04",1360509099493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1360509100378
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1360509100386
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1360509100401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509120581
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1360509123169
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1360509123183
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1360509130649
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1360509130665
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1360509130682
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1360509130744
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1360509130746
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1360509130818
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1360509130888
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1360509130901
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1360509130916
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1360509130950
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1360509130990
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1360509131038
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1360509131108
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1360509131425
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1360509131426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509134622
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1360509134968
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1360509134970
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1360509134971
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360509134999
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1360509135035
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1360509136099
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1360509136142
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360509136152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509140678
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1360509150661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509151422
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1360509151469
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1360509151917
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1360509151989
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509152033
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509152186
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1360509152541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509157647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509185167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509186923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509195477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360509199247
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1360509206888
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360509222580
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1360509227853
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1360509227952
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1360509227985
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1360509228050
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1360509228275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509228996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509230722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509232832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509560107
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1360509563043
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509563078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509657087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509752243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509774544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509776712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509785669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509858322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509875606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509877025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509878084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509884039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509950544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509955505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509956685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360509970010
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360510015109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360510015137
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1360510017365
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360510017397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510114697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510116842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510118023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510125718
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510202690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510206839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510207790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510208608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510209273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510209926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510210448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510210896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510212312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510212601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510212978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510213344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510213803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510259014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1360510259035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510285417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510294169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1360510294189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510305590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510316243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510332692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510333708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510334234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510334800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510335417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1360510341322
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510414737
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510415655
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360510416995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360510418845
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510420733
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510421461
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510429906
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510430709
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360510432206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510436105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510436881
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360510438004
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360510443246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510445563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510446871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510448756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510461691
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360510462414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510481289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1360510481313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510505879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510518183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360510519054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510529974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1360510529993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510544365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510546965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510548538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510549041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510554571
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360510723213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510792034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510793824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510794300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510828483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510830453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360510837377
